QueryIDs	chembl_id	molregno	PubChem_ID	DrugBank_ID	Drug_Name	MOA	Action_Type	First_Approval	ChEMBL_TID	TID	UniProt_ID	Desc	Organism	Mesh_Indication	hgnc_symbol	module
P17948	NA	NA	NA	NA	VANDETANIB	Vascular endothelial growth factor receptor inhibitor	INHIBITOR	2011	CHEMBL2095227	104799	P17948	Vascular endothelial growth factor receptor 1	Homo sapiens	D000080443: Diffuse Intrinsic Pontine Glioma,D001254: Astrocytoma,D001749: Urinary Bladder Neoplasms,D001943: Breast Neoplasms,D002289: Carcinoma, Non-Small-Cell Lung,D002292: Carcinoma, Renal Cell,D002294: Carcinoma, Squamous Cell,D004938: Esophageal Neoplasms,D005185: Fallopian Tube Neoplasms,D005909: Glioblastoma,D005910: Glioma,D006258: Head and Neck Neoplasms,D006528: Carcinoma, Hepatocellular,D007680: Kidney Neoplasms,D008175: Lung Neoplasms,D008654: Mesothelioma,D009101: Multiple Myeloma,D009362: Neoplasm Metastasis,D009369: Neoplasms,D009447: Neuroblastoma,D009837: Oligodendroglioma,D010051: Ovarian Neoplasms,D010190: Pancreatic Neoplasms,D010534: Peritoneal Neoplasms,D011471: Prostatic Neoplasms,D012004: Rectal Neoplasms,D013274: Stomach Neoplasms,D013964: Thyroid Neoplasms,D014516: Ureteral Neoplasms,D014523: Urethral Neoplasms,D015179: Colorectal Neoplasms,D015470: Leukemia, Myeloid, Acute,D016543: Central Nervous System Neoplasms,D018263: Adenocarcinoma, Follicular,D018276: Carcinoma, Medullary,D018289: Carcinoma, Verrucous,D018316: Gliosarcoma,D046152: Gastrointestinal Stromal Tumors,D055752: Small Cell Lung Carcinoma,D064129: Prostatic Neoplasms, Castration-Resistant	FLT1	M1
P17948	NA	NA	NA	NA	SUNITINIB MALATE	Vascular endothelial growth factor receptor inhibitor	INHIBITOR	2006	CHEMBL2095227	104799	P17948	Vascular endothelial growth factor receptor 1	Homo sapiens	D000077195: Squamous Cell Carcinoma of Head and Neck,D001254: Astrocytoma,D001749: Urinary Bladder Neoplasms,D001943: Breast Neoplasms,D002289: Carcinoma, Non-Small-Cell Lung,D002292: Carcinoma, Renal Cell,D004938: Esophageal Neoplasms,D005185: Fallopian Tube Neoplasms,D005909: Glioblastoma,D005910: Glioma,D006528: Carcinoma, Hepatocellular,D006623: von Hippel-Lindau Disease,D007012: Hypopharyngeal Neoplasms,D007516: Adenoma, Islet Cell,D007680: Kidney Neoplasms,D008113: Liver Neoplasms,D008175: Lung Neoplasms,D008545: Melanoma,D008654: Mesothelioma,D009101: Multiple Myeloma,D009369: Neoplasms,D009373: Neoplasms, Germ Cell and Embryonal,D009837: Oligodendroglioma,D009959: Oropharyngeal Neoplasms,D010051: Ovarian Neoplasms,D010534: Peritoneal Neoplasms,D011471: Prostatic Neoplasms,D012509: Sarcoma,D012514: Sarcoma, Kaposi,D013274: Stomach Neoplasms,D013945: Thymoma,D013964: Thyroid Neoplasms,D014523: Urethral Neoplasms,D015179: Colorectal Neoplasms,D015451: Leukemia, Lymphocytic, Chronic, B-Cell,D015470: Leukemia, Myeloid, Acute,D016403: Lymphoma, Large B-Cell, Diffuse,D018263: Adenocarcinoma, Follicular,D018273: Carcinoma, Islet Cell,D018276: Carcinoma, Medullary,D018316: Gliosarcoma,D018358: Neuroendocrine Tumors,D018567: Breast Neoplasms, Male,D046152: Gastrointestinal Stromal Tumors,D054198: Precursor Cell Lymphoblastic Leukemia-Lymphoma,D055752: Small Cell Lung Carcinoma,D058922: Inflammatory Breast Neoplasms,D064129: Prostatic Neoplasms, Castration-Resistant	FLT1	M1
P17948	NA	NA	NA	NA	SORAFENIB TOSYLATE	Vascular endothelial growth factor receptor inhibitor	INHIBITOR	2005	CHEMBL2095227	104799	P17948	Vascular endothelial growth factor receptor 1	Homo sapiens	D000077195: Squamous Cell Carcinoma of Head and Neck,D001254: Astrocytoma,D001749: Urinary Bladder Neoplasms,D001943: Breast Neoplasms,D002289: Carcinoma, Non-Small-Cell Lung,D002292: Carcinoma, Renal Cell,D003110: Colonic Neoplasms,D005185: Fallopian Tube Neoplasms,D005909: Glioblastoma,D006528: Carcinoma, Hepatocellular,D007012: Hypopharyngeal Neoplasms,D007680: Kidney Neoplasms,D008113: Liver Neoplasms,D008175: Lung Neoplasms,D008545: Melanoma,D008654: Mesothelioma,D009101: Multiple Myeloma,D009369: Neoplasms,D009837: Oligodendroglioma,D009959: Oropharyngeal Neoplasms,D010051: Ovarian Neoplasms,D010190: Pancreatic Neoplasms,D010534: Peritoneal Neoplasms,D011471: Prostatic Neoplasms,D012004: Rectal Neoplasms,D012192: Retroviridae Infections,D012509: Sarcoma,D012516: Osteosarcoma,D013964: Thyroid Neoplasms,D014062: Tongue Neoplasms,D014523: Urethral Neoplasms,D015179: Colorectal Neoplasms,D015451: Leukemia, Lymphocytic, Chronic, B-Cell,D015470: Leukemia, Myeloid, Acute,D015473: Leukemia, Promyelocytic, Acute,D016403: Lymphoma, Large B-Cell, Diffuse,D016543: Central Nervous System Neoplasms,D017728: Lymphoma, Large-Cell, Anaplastic,D018222: Fibromatosis, Aggressive,D018263: Adenocarcinoma, Follicular,D018289: Carcinoma, Verrucous,D018316: Gliosarcoma,D018567: Breast Neoplasms, Male,D020522: Lymphoma, Mantle-Cell,D023981: Sarcoma, Myeloid,D046152: Gastrointestinal Stromal Tumors,D054198: Precursor Cell Lymphoblastic Leukemia-Lymphoma,D055752: Small Cell Lung Carcinoma,D064129: Prostatic Neoplasms, Castration-Resistant	FLT1	M1
P17948	NA	NA	NA	NA	PAZOPANIB HYDROCHLORIDE	Vascular endothelial growth factor receptor inhibitor	INHIBITOR	2009	CHEMBL2095227	104799	P17948	Vascular endothelial growth factor receptor 1	Homo sapiens	D001749: Urinary Bladder Neoplasms,D001943: Breast Neoplasms,D002292: Carcinoma, Renal Cell,D005185: Fallopian Tube Neoplasms,D006394: Hemangiosarcoma,D006623: von Hippel-Lindau Disease,D008175: Lung Neoplasms,D008545: Melanoma,D008654: Mesothelioma,D009369: Neoplasms,D010051: Ovarian Neoplasms,D010534: Peritoneal Neoplasms,D011471: Prostatic Neoplasms,D012192: Retroviridae Infections,D012509: Sarcoma,D013964: Thyroid Neoplasms,D014523: Urethral Neoplasms,D018263: Adenocarcinoma, Follicular,D018276: Carcinoma, Medullary,D018316: Gliosarcoma,D018567: Breast Neoplasms, Male,D064129: Prostatic Neoplasms, Castration-Resistant	FLT1	M1
P17948	NA	NA	NA	NA	TIVOZANIB	Vascular endothelial growth factor receptor inhibitor	INHIBITOR	2021	CHEMBL2095227	104799	P17948	Vascular endothelial growth factor receptor 1	Homo sapiens	D001943: Breast Neoplasms,D002289: Carcinoma, Non-Small-Cell Lung,D002292: Carcinoma, Renal Cell,D005185: Fallopian Tube Neoplasms,D005909: Glioblastoma,D006528: Carcinoma, Hepatocellular,D009369: Neoplasms,D010051: Ovarian Neoplasms,D012509: Sarcoma,D015179: Colorectal Neoplasms,D018281: Cholangiocarcinoma,D064129: Prostatic Neoplasms, Castration-Resistant	FLT1	M1
P17948	NA	NA	NA	NA	AXITINIB	Vascular endothelial growth factor receptor inhibitor	INHIBITOR	2012	CHEMBL2095227	104799	P17948	Vascular endothelial growth factor receptor 1	Homo sapiens	D000306: Adrenal Cortex Neoplasms,D001661: Biliary Tract Neoplasms,D001752: Blast Crisis,D001943: Breast Neoplasms,D002276: Carcinoid Tumor,D002277: Carcinoma,D002289: Carcinoma, Non-Small-Cell Lung,D002292: Carcinoma, Renal Cell,D002294: Carcinoma, Squamous Cell,D003528: Carcinoma, Adenoid Cystic,D004715: Endometriosis,D005909: Glioblastoma,D006528: Carcinoma, Hepatocellular,D007680: Kidney Neoplasms,D008545: Melanoma,D008654: Mesothelioma,D009190: Myelodysplastic Syndromes,D009303: Nasopharyngeal Neoplasms,D009369: Neoplasms,D010190: Pancreatic Neoplasms,D011471: Prostatic Neoplasms,D012468: Salivary Gland Neoplasms,D012509: Sarcoma,D013274: Stomach Neoplasms,D013964: Thyroid Neoplasms,D015179: Colorectal Neoplasms,D015470: Leukemia, Myeloid, Acute,D016889: Endometrial Neoplasms,D018234: Sarcoma, Alveolar Soft Part,D018316: Gliosarcoma,D021441: Carcinoma, Pancreatic Ductal,D046152: Gastrointestinal Stromal Tumors,D054364: Solitary Fibrous Tumors,D064129: Prostatic Neoplasms, Castration-Resistant	FLT1	M1
P17948	NA	NA	NA	NA	REGORAFENIB	Vascular endothelial growth factor receptor inhibitor	INHIBITOR	2012	CHEMBL2095227	104799	P17948	Vascular endothelial growth factor receptor 1	Homo sapiens	D001650: Bile Duct Neoplasms,D001661: Biliary Tract Neoplasms,D002277: Carcinoma,D002292: Carcinoma, Renal Cell,D003110: Colonic Neoplasms,D003528: Carcinoma, Adenoid Cystic,D004938: Esophageal Neoplasms,D005185: Fallopian Tube Neoplasms,D005909: Glioblastoma,D006394: Hemangiosarcoma,D006528: Carcinoma, Hepatocellular,D008080: Liposarcoma,D008268: Macular Degeneration,D008545: Melanoma,D009369: Neoplasms,D010051: Ovarian Neoplasms,D010190: Pancreatic Neoplasms,D012004: Rectal Neoplasms,D012509: Sarcoma,D012516: Osteosarcoma,D013274: Stomach Neoplasms,D013964: Thyroid Neoplasms,D015179: Colorectal Neoplasms,D015470: Leukemia, Myeloid, Acute,D018281: Cholangiocarcinoma,D029424: Pulmonary Disease, Chronic Obstructive,D046152: Gastrointestinal Stromal Tumors,D055752: Small Cell Lung Carcinoma	FLT1	M1
P17948	NA	NA	NA	NA	LENVATINIB MESYLATE	Vascular endothelial growth factor receptor inhibitor	INHIBITOR	2015	CHEMBL2095227	104799	P17948	Vascular endothelial growth factor receptor 1	Homo sapiens	D002289: Carcinoma, Non-Small-Cell Lung,D008545: Melanoma,D009369: Neoplasms,D013964: Thyroid Neoplasms,D018281: Cholangiocarcinoma	FLT1	M1
P17948	NA	NA	NA	NA	NINTEDANIB ESYLATE	Vascular endothelial growth factor receptor inhibitor	INHIBITOR	2014	CHEMBL2095227	104799	P17948	Vascular endothelial growth factor receptor 1	Homo sapiens	NA	FLT1	M1
P24530	NA	NA	NA	NA	SITAXENTAN	Endothelin receptor, ET-A/ET-B antagonist	ANTAGONIST	2006	CHEMBL2096678	104833	P24530	Endothelin receptor type B	Homo sapiens	D001249: Asthma,D006973: Hypertension,D006976: Hypertension, Pulmonary,D011507: Proteinuria,D051436: Renal Insufficiency, Chronic,D054144: Heart Failure, Diastolic	EDNRB	M1
P24530	NA	NA	NA	NA	BOSENTAN	Endothelin receptor, ET-A/ET-B antagonist	ANTAGONIST	2001	CHEMBL2096678	104833	P24530	Endothelin receptor type B	Homo sapiens	D001249: Asthma,D003920: Diabetes Mellitus,D003924: Diabetes Mellitus, Type 2,D004541: Eisenmenger Complex,D005334: Fever,D005901: Glaucoma,D006333: Heart Failure,D006344: Heart Septal Defects, Atrial,D006973: Hypertension,D006976: Hypertension, Pulmonary,D008103: Liver Cirrhosis,D008545: Melanoma,D008946: Mitral Valve Stenosis,D010190: Pancreatic Neoplasms,D010547: Persistent Fetal Circulation Syndrome,D012595: Scleroderma, Systemic,D014456: Ulcer,D018636: Hypoplastic Left Heart Syndrome,D018917: Optic Neuropathy, Ischemic,D020065: Hepatopulmonary Syndrome,D029424: Pulmonary Disease, Chronic Obstructive,D054990: Idiopathic Pulmonary Fibrosis,D065627: Familial Primary Pulmonary Hypertension,D065630: Hernias, Diaphragmatic, Congenital	EDNRB	M1
P24530	NA	NA	NA	NA	AMBRISENTAN	Endothelin receptor, ET-A/ET-B antagonist	ANTAGONIST	2007	CHEMBL2096678	104833	P24530	Endothelin receptor type B	Homo sapiens	D000532: Altitude Sickness,D000755: Anemia, Sickle Cell,D001249: Asthma,D006973: Hypertension,D006976: Hypertension, Pulmonary,D014652: Vascular Diseases,D018636: Hypoplastic Left Heart Syndrome,D045169: Severe Acute Respiratory Syndrome,D054990: Idiopathic Pulmonary Fibrosis,D065627: Familial Primary Pulmonary Hypertension	EDNRB	M1
P24530	NA	NA	NA	NA	MACITENTAN	Endothelin receptor, ET-A/ET-B antagonist	ANTAGONIST	2010	CHEMBL2096678	104833	P24530	Endothelin receptor type B	Homo sapiens	D005909: Glioblastoma,D006333: Heart Failure,D006973: Hypertension,D006976: Hypertension, Pulmonary,D012595: Scleroderma, Systemic,D014456: Ulcer,D054990: Idiopathic Pulmonary Fibrosis,D065627: Familial Primary Pulmonary Hypertension,D065630: Hernias, Diaphragmatic, Congenital	EDNRB	M1
P24530	NA	NA	NA	NA	SITAXENTAN SODIUM	Endothelin receptor, ET-A/ET-B antagonist	ANTAGONIST	2006	CHEMBL2096678	104833	P24530	Endothelin receptor type B	Homo sapiens	NA	EDNRB	M1
Q13464	NA	NA	NA	NA	NETARSUDIL DIMESYLATE	Rho-associated protein kinase inhibitor	INHIBITOR	2017	CHEMBL2111459	104981	Q13464	Rho-associated protein kinase 1	Homo sapiens	D005902: Glaucoma, Open-Angle,D009798: Ocular Hypertension	ROCK1	M1
P08572	NA	NA	NA	NA	OCRIPLASMIN	Collagen hydrolytic enzyme	HYDROLYTIC ENZYME	2010	CHEMBL2364188	106167	P08572	Collagen alpha-2(IV) chain	Homo sapiens	D005128: Eye Diseases,D008268: Macular Degeneration,D012167: Retinal Perforations,D012170: Retinal Vein Occlusion,D014605: Uveitis,D020246: Venous Thrombosis,D020521: Stroke	COL4A2	M1
P08572	NA	NA	NA	NA	COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Collagen hydrolytic enzyme	HYDROLYTIC ENZYME	2010	CHEMBL2364188	106167	P08572	Collagen alpha-2(IV) chain	Homo sapiens	D002062: Bursitis,D003286: Contracture,D003668: Pressure Ulcer,D004387: Dupuytren Contracture,D008067: Lipoma,D010411: Penile Induration,D012883: Skin Ulcer,D014456: Ulcer,D014525: Urethral Stricture,D017719: Diabetic Foot,D052256: Tendinopathy	COL4A2	M1
P26951	NA	NA	NA	NA	TAGRAXOFUSP	Interleukin-3 receptor subunit alpha binding agent	BINDING AGENT	2018	CHEMBL3712987	114948	P26951	Interleukin-3 receptor subunit alpha	Homo sapiens	D009190: Myelodysplastic Syndromes,D009369: Neoplasms,D015470: Leukemia, Myeloid, Acute	IL3RA	M1
P21709	NA	NA	NA	NA	VANDETANIB	Ephrin receptor inhibitor	INHIBITOR	2011	CHEMBL2363043	105738	P21709	Ephrin type-A receptor 1	Homo sapiens	D000080443: Diffuse Intrinsic Pontine Glioma,D001254: Astrocytoma,D001749: Urinary Bladder Neoplasms,D001943: Breast Neoplasms,D002289: Carcinoma, Non-Small-Cell Lung,D002292: Carcinoma, Renal Cell,D002294: Carcinoma, Squamous Cell,D004938: Esophageal Neoplasms,D005185: Fallopian Tube Neoplasms,D005909: Glioblastoma,D005910: Glioma,D006258: Head and Neck Neoplasms,D006528: Carcinoma, Hepatocellular,D007680: Kidney Neoplasms,D008175: Lung Neoplasms,D008654: Mesothelioma,D009101: Multiple Myeloma,D009362: Neoplasm Metastasis,D009369: Neoplasms,D009447: Neuroblastoma,D009837: Oligodendroglioma,D010051: Ovarian Neoplasms,D010190: Pancreatic Neoplasms,D010534: Peritoneal Neoplasms,D011471: Prostatic Neoplasms,D012004: Rectal Neoplasms,D013274: Stomach Neoplasms,D013964: Thyroid Neoplasms,D014516: Ureteral Neoplasms,D014523: Urethral Neoplasms,D015179: Colorectal Neoplasms,D015470: Leukemia, Myeloid, Acute,D016543: Central Nervous System Neoplasms,D018263: Adenocarcinoma, Follicular,D018276: Carcinoma, Medullary,D018289: Carcinoma, Verrucous,D018316: Gliosarcoma,D046152: Gastrointestinal Stromal Tumors,D055752: Small Cell Lung Carcinoma,D064129: Prostatic Neoplasms, Castration-Resistant	EPHA1	M1
P00813	NA	NA	NA	NA	PENTOSTATIN	Adenosine deaminase inhibitor	INHIBITOR	1991	CHEMBL1910	14	P00813	Adenosine deaminase	Homo sapiens	D000755: Anemia, Sickle Cell,D006086: Graft vs Host Disease,D007680: Kidney Neoplasms,D007938: Leukemia,D007943: Leukemia, Hairy Cell,D008223: Lymphoma,D009369: Neoplasms,D015451: Leukemia, Lymphocytic, Chronic, B-Cell	ADA	M1
P02462	NA	NA	NA	NA	OCRIPLASMIN	Collagen hydrolytic enzyme	HYDROLYTIC ENZYME	2010	CHEMBL2364188	106167	P02462	Collagen alpha-1(IV) chain	Homo sapiens	D005128: Eye Diseases,D008268: Macular Degeneration,D012167: Retinal Perforations,D012170: Retinal Vein Occlusion,D014605: Uveitis,D020246: Venous Thrombosis,D020521: Stroke	COL4A1	M1
P02462	NA	NA	NA	NA	COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Collagen hydrolytic enzyme	HYDROLYTIC ENZYME	2010	CHEMBL2364188	106167	P02462	Collagen alpha-1(IV) chain	Homo sapiens	D002062: Bursitis,D003286: Contracture,D003668: Pressure Ulcer,D004387: Dupuytren Contracture,D008067: Lipoma,D010411: Penile Induration,D012883: Skin Ulcer,D014456: Ulcer,D014525: Urethral Stricture,D017719: Diabetic Foot,D052256: Tendinopathy	COL4A1	M1
P01589	NA	NA	NA	NA	DENILEUKIN DIFTITOX	Interleukin-2 receptor binding agent	BINDING AGENT	1999	CHEMBL2364167	106146	P01589	Interleukin-2 receptor subunit alpha	Homo sapiens	D005185: Fallopian Tube Neoplasms,D006086: Graft vs Host Disease,D007680: Kidney Neoplasms,D007938: Leukemia,D008223: Lymphoma,D008228: Lymphoma, Non-Hodgkin,D008545: Melanoma,D009101: Multiple Myeloma,D009369: Neoplasms,D010051: Ovarian Neoplasms,D010190: Pancreatic Neoplasms,D010534: Peritoneal Neoplasms,D015451: Leukemia, Lymphocytic, Chronic, B-Cell,D015456: Leukemia, Biphenotypic, Acute,D015470: Leukemia, Myeloid, Acute,D016410: Lymphoma, T-Cell, Cutaneous,D016411: Lymphoma, T-Cell, Peripheral,D018269: Carcinoma, Endometrioid,D018293: Cystadenoma, Serous,D018567: Breast Neoplasms, Male	IL2RA	M1
P01589	NA	NA	NA	NA	BASILIXIMAB	Interleukin-2 receptor inhibitor	INHIBITOR	1998	CHEMBL2364167	106146	P01589	Interleukin-2 receptor subunit alpha	Homo sapiens	D000690: Amyotrophic Lateral Sclerosis,D003093: Colitis, Ulcerative,D003922: Diabetes Mellitus, Type 1,D004062: DiGeorge Syndrome,D004646: Emphysema,D005909: Glioblastoma,D005923: Glomerulosclerosis, Focal Segmental,D006086: Graft vs Host Disease,D006103: Granuloma, Lethal Midline,D006689: Hodgkin Disease,D007154: Immune System Diseases,D007239: Infections,D007674: Kidney Diseases,D007683: Kidney Tubular Necrosis, Acute,D009101: Multiple Myeloma,D009369: Neoplasms,D014511: Uremia,D014605: Uveitis,D015427: Reperfusion Injury,D015470: Leukemia, Myeloid, Acute,D051436: Renal Insufficiency, Chronic	IL2RA	M1
P01589	NA	NA	NA	NA	ALDESLEUKIN	Interleukin-2 receptor agonist	AGONIST	1992	CHEMBL2364167	106146	P01589	Interleukin-2 receptor subunit alpha	Homo sapiens	D000026: Abortion, Habitual,D000081483: Squamous Intraepithelial Lesions,D000163: Acquired Immunodeficiency Syndrome,D000506: Alopecia Areata,D000690: Amyotrophic Lateral Sclerosis,D000744: Anemia, Hemolytic, Autoimmune,D000753: Anemia, Refractory,D000754: Anemia, Refractory, with Excess of Blasts,D001528: Behcet Syndrome,D001749: Urinary Bladder Neoplasms,D001752: Blast Crisis,D001943: Breast Neoplasms,D002051: Burkitt Lymphoma,D002289: Carcinoma, Non-Small-Cell Lung,D002292: Carcinoma, Renal Cell,D003093: Colitis, Ulcerative,D003327: Coronary Disease,D003424: Crohn Disease,D003449: Cryoglobulinemia,D003586: Cytomegalovirus Infections,D003922: Diabetes Mellitus, Type 1,D004660: Encephalitis,D004915: Leukemia, Erythroblastic, Acute,D004938: Esophageal Neoplasms,D005185: Fallopian Tube Neoplasms,D006086: Graft vs Host Disease,D006258: Head and Neck Neoplasms,D006402: Hematologic Diseases,D006526: Hepatitis C,D006528: Carcinoma, Hepatocellular,D006689: Hodgkin Disease,D007680: Kidney Neoplasms,D007938: Leukemia,D007947: Leukemia, Megakaryoblastic, Acute,D007948: Leukemia, Monocytic, Acute,D008113: Liver Neoplasms,D008175: Lung Neoplasms,D008180: Lupus Erythematosus, Systemic,D008223: Lymphoma,D008224: Lymphoma, Follicular,D008228: Lymphoma, Non-Hodgkin,D008545: Melanoma,D008654: Mesothelioma,D009101: Multiple Myeloma,D009182: Mycosis Fungoides,D009190: Myelodysplastic Syndromes,D009196: Myeloproliferative Disorders,D009220: Myositis,D009362: Neoplasm Metastasis,D009369: Neoplasms,D009404: Nephrotic Syndrome,D009447: Neuroblastoma,D010051: Ovarian Neoplasms,D010534: Peritoneal Neoplasms,D011081: Polychondritis, Relapsing,D011111: Polymyalgia Rheumatica,D011471: Prostatic Neoplasms,D012509: Sarcoma,D012751: Sezary Syndrome,D013584: Sarcoma, Synovial,D013964: Thyroid Neoplasms,D014923: Wiskott-Aldrich Syndrome,D015179: Colorectal Neoplasms,D015266: Carcinoma, Merkel Cell,D015451: Leukemia, Lymphocytic, Chronic, B-Cell,D015464: Leukemia, Myelogenous, Chronic, BCR-ABL Positive,D015470: Leukemia, Myeloid, Acute,D015471: Leukemia, Basophilic, Acute,D015477: Leukemia, Myelomonocytic, Chronic,D015479: Leukemia, Myelomonocytic, Acute,D015658: HIV Infections,D016403: Lymphoma, Large B-Cell, Diffuse,D016543: Central Nervous System Neoplasms,D018316: Gliosarcoma,D018567: Breast Neoplasms, Male,D019337: Hematologic Neoplasms,D030361: Papillomavirus Infections,D045169: Severe Acute Respiratory Syndrome,D054058: Acute Coronary Syndrome,D054198: Precursor Cell Lymphoblastic Leukemia-Lymphoma,D055501: Macrophage Activation Syndrome,D058922: Inflammatory Breast Neoplasms,D064129: Prostatic Neoplasms, Castration-Resistant	IL2RA	M1
P01589	NA	NA	NA	NA	DACLIZUMAB	Interleukin-2 receptor inhibitor	INHIBITOR	1997	CHEMBL2364167	106146	P01589	Interleukin-2 receptor subunit alpha	Homo sapiens	D000741: Anemia, Aplastic,D001249: Asthma,D003093: Colitis, Ulcerative,D003920: Diabetes Mellitus,D003922: Diabetes Mellitus, Type 1,D004062: DiGeorge Syndrome,D006086: Graft vs Host Disease,D007154: Immune System Diseases,D007674: Kidney Diseases,D007938: Leukemia,D008223: Lymphoma,D008545: Melanoma,D009101: Multiple Myeloma,D009103: Multiple Sclerosis,D009190: Myelodysplastic Syndromes,D009369: Neoplasms,D011565: Psoriasis,D012010: Red-Cell Aplasia, Pure,D013921: Thrombocytopenia,D014605: Uveitis,D014890: Granulomatosis with Polyangiitis,D015658: HIV Infections,D020529: Multiple Sclerosis, Relapsing-Remitting,D051436: Renal Insufficiency, Chronic,D057135: Wet Macular Degeneration	IL2RA	M1
O14788	NA	NA	NA	NA	DENOSUMAB	Tumor necrosis factor ligand superfamily member 11 inhibitor	INHIBITOR	2010	CHEMBL2364162	106141	O14788	Tumor necrosis factor ligand superfamily member 11	Homo sapiens	D000856: Anorexia Nervosa,D001024: Aortic Valve Stenosis,D001172: Arthritis, Rheumatoid,D001847: Bone Diseases,D001851: Bone Diseases, Metabolic,D001943: Breast Neoplasms,D002289: Carcinoma, Non-Small-Cell Lung,D002292: Carcinoma, Renal Cell,D003424: Crohn Disease,D003920: Diabetes Mellitus,D005870: Giant Cell Tumors,D006073: Gout,D006646: Histiocytosis, Langerhans-Cell,D006934: Hypercalcemia,D006967: Hypersensitivity,D007248: Infertility, Male,D007674: Kidney Diseases,D008175: Lung Neoplasms,D008545: Melanoma,D009101: Multiple Myeloma,D009362: Neoplasm Metastasis,D010013: Osteogenesis Imperfecta,D010024: Osteoporosis,D010051: Ovarian Neoplasms,D012516: Osteosarcoma,D015207: Osteoarthritis, Hip,D015663: Osteoporosis, Postmenopausal,D050723: Fractures, Bone,D058922: Inflammatory Breast Neoplasms,D064129: Prostatic Neoplasms, Castration-Resistant	TNFSF11	M1
